PCON15CD,seat,hanrettyLeave,con_PC_2015,green_PC_2015,lab_PC_2015,ld_PC_2015,pc_PC_2015,snp_PC_2015,ukip_PC_2015,con_NUM_2015,green_NUM_2015,lab_NUM_2015,ld_NUM_2015,pc_NUM_2015,snp_NUM_2015,ukip_NUM_2015,electorate_2015,totalVotes_2015,ukip_candidate,electorate_2017,totalVotes_2017,con_NUM_2017,con_PC_2017,green_NUM_2017,green_PC_2017,lab_NUM_2017,lab_PC_2017,ld_NUM_2017,ld_PC_2017,other_NUM_2017,other_PC_2017,pc_NUM_2017,pc_PC_2017,snp_NUM_2017,snp_PC_2017,ukip_NUM_2017,ukip_PC_2017,turnout_PC_2015,turnout_PC_2017,hanrettyEstimate,age_students_18to24,age_18to24,age_65plus,cob_britain,cob_restOfEurope,cob_restOfWorld,demos_popDens,demos_nationalID,demos_nonWhiteUk,demos_noPassport,demos_religion_xian,demos_religion_muslim,demos_religion_atheist,age_students_18to24_num,age_studentsHome_num,age_studentsTerm_num,age_18to24_num,age_65plus_num,cob_britain_num,cob_restOfEurope_num,cob_restOfWorld_num,demos_popDens_num,demos_nationalID_num,demos_nonWhiteUk_num,demos_noPassport_num,demos_religion_xian_num,demos_religion_muslim_num,demos_religion_atheist_num,age_students_18to24_denom,age_studentsHome_denom,age_studentsTerm_denom,age_18to24_denom,age_65plus_denom,cob_britain_denom,cob_restOfEurope_denom,cob_restOfWorld_denom,demos_popDens_denom,demos_nationalID_denom,demos_nonWhiteUk_denom,demos_noPassport_denom,demos_religion_xian_denom,demos_religion_muslim_denom,demos_religion_atheist_denom,edu_degree_2015,edu_degree_over50,edu_noQuals_2015,edu_students_termTime,edu_students_homeTime,edu_degree_2015_num,edu_degree_over50_num,edu_noQuals_2015_num,edu_students_termTime_num,edu_students_homeTime_num,edu_degree_2015_denom,edu_degree_over50_denom,edu_noQuals_2015_denom,edu_students_termTime_denom,edu_students_homeTime_denom,econ_seg_AB,econ_seg_C1,econ_seg_C2,econ_seg_DE,econ_seg_ABC1,econ_seg_C2DE,econ_intermediate,econ_routineSemiRoutine,econ_routineSemiroutineNone,econ_seg_AB_num,econ_seg_C1_num,econ_seg_C2_num,econ_seg_DE_num,econ_seg_ABC1_num,econ_seg_C2DE_num,econ_intermediate_num,econ_routineSemiRoutine_num,econ_routineSemiroutineNone_num,econ_seg_AB_denom,econ_seg_C1_denom,econ_seg_C2_denom,econ_seg_DE_denom,econ_seg_ABC1_denom,econ_seg_C2DE_denom,econ_routineSemiRoutine_denom,econ_routineSemiroutineNone_denom,econ_intermediate_denom,econ_activityRate_2015,econ_employmentRate_2015,econ_unemploymentRate_2015,econ_unemploymentRateMen_2015,econ_activityRate_2015_num,econ_employmentRate_2015_num,econ_unemploymentRate_2015_num,econ_unemploymentRateMen_2015_num,econ_activityRate_2015_denom,econ_employmentRate_2015_denom,econ_unemploymentRate_2015_denom,econ_unemploymentRateMen_2015_denom,econ_managers_1_2015,econ_professional_2_2015,econ_tech_3_2015,econ_administrative_4_2015,econ_skilledTrades_5_2015,econ_careLeisure_6_2015,econ_sales_7_2015,econ_machines_8_2015,econ_routine_9_2015,econ_managers_1_2015_num,econ_professional_2_2015_num,econ_tech_3_2015_num,econ_administrative_4_2015_num,econ_skilledTrades_5_2015_num,econ_careLeisure_6_2015_num,econ_sales_7_2015_num,econ_machines_8_2015_num,econ_routine_9_2015_num,econ_managers_1_2015_denom,econ_professional_2_2015_denom,econ_tech_3_2015_denom,econ_administrative_4_2015_denom,econ_skilledTrades_5_2015_denom,econ_careLeisure_6_2015_denom,econ_sales_7_2015_denom,econ_machines_8_2015_denom,econ_routine_9_2015_denom,health_badHealth,health_activitiesLimitedALot,health_activiesLimitedAny,health_badHealth_num,health_activitiesLimitedALot_num,health_activiesLimitedAny_num,health_badHealth_denom,health_activitiesLimitedALot_denom,health_activiesLimitedAny_denom,econ_belowLivingWage,econ_medianHousePrice,econ_grossPayFTE
S14000012,"Cumbernauld, Kilsyth & Kirkintilloch East",37.91,7.88,NA,30.01,2.23,NA,59.88,NA,3891,NA,14820,1099,NA,29572,NA,67088,49382,1,66554,43833,8010,18.27,NA,NA,14858,33.9,1238,2.82,NA,NA,NA,NA,19122,43.62,605,1.38,0.7360779871213928,0.6586080476004448,1,38.57,8.82,15.05,97.37,0.93,1.7,4.59,70.05,5.599999999999994,NA,NA,NA,NA,2700,NA,NA,7674,13097,84724,812,1476,87012,70300,2600,NA,NA,NA,NA,7e3,87012,87012,87012,87012,87012,87012,87012,18959.36,86400,86400,87012,87012,87012,87012,36,16.11,9,71.74,NA,9400,2900,5100,5022,NA,45400,18e3,56100,7e3,7e3,14.33,33.63,23.64,28.41,47.95,52.05,NA,NA,NA,4050,9505,6682,8030,13555,14712,NA,NA,NA,28267,28267,28267,28267,28267,28267,NA,NA,NA,77.5,70.1,9.5,11.7,43700,39500,4200,2600,56300,56300,43700,22600,8.5,16.4,9.1,16.3,9.5,12.3,7.4,8.8,11.08,3500,6600,3700,6600,3900,5e3,3e3,3600,4500,40600,40600,40600,40600,40600,40600,40600,40600,40600,6.27,10.27,19.84,5454,8932,17267,87012,87012,87012,14.7,107e3,27113
E14000945,Staffordshire South,65.24000000000001,59.43,2.62,18.36,2.92,NA,NA,16.67,29478,1298,9107,1448,NA,NA,8267,72771,49598,0,73453,51109,35656,69.76,1182,2.31,12923,25.29,1348,2.64,NA,NA,NA,NA,NA,NA,NA,NA,0.6815627104203598,0.6958054810559133,1,38.81,8.12,20.78,97.55,0.74,1.70999999999999,3.42,75.5,7.599999999999994,18.6,73.1,0.4,18.5,2600,NA,NA,7609,19459,91358,696,1601,93655,60400,4200,17420,68462,375,17326,6700,93655,93655,93655,93655,93655,93655,93655,27376.2,97400,97400,93655,93655,93655,93655,39.4,23.21,6.7,66.43,80.96,15200,5200,4e3,4451,5424,51e3,22400,60100,6700,6700,24.13,32.52,24.27,19.08,56.65,43.35,14.57,24.16,24.18,6296,8484,6333,4979,14780,11312,10167,16866,16876.5,26092,26092,26092,26092,26092,26092,69801,69801,69801,82.8,75.8,8.4,10.8,49800,45600,4200,2900,60100,60100,49800,27100,17.5,15.9,16.6,8.8,13,9,7.4,4,7.86,8700,7900,8200,4300,6400,4500,3700,2e3,3900,49600,49600,49600,49600,49600,49600,49600,49600,49600,5.5,8.5,18.89,5150,7964,17693,93655,93655,93655,29.6,19e4,29385
E14000752,Hornsey & Wood Green,24.979999999999997,9.25,5.44,50.91,31.77,NA,NA,2.2,5347,3146,29417,18359,NA,NA,1271,79247,57785,1,79944,62293,9246,14.84,1181,1.9,40738,65.4,1e4,16.05,699,1.12,NA,NA,NA,NA,429,0.69,0.7291758678561965,0.7792079455618933,1,44.74,8.15,9.42,65.42,12.89,21.69,76.41,32.5,46.1,5,42.5,9.1,32.2,3400,NA,NA,10240,11837,82225,16200,27264,125689,28400,54e3,6284,53418,11438,40472,7600,125689,125689,125689,125689,125689,125689,125689,1644.97,118800,118800,125689,125689,125689,125689,64.1,63.98,7.2,120.97,125.68,48200,11900,6200,9194,9552,74900,18600,85700,7600,7600,38.19,33.46,10.67,17.68,71.65,28.35,9.29,13.19,13.19,17165,15042,4796,7948,32207,12744,9048,12840,12845.7,44951,44951,44951,44951,44951,44951,97374,97374,97374,75.1,72.4,3.5,4.8,64300,62e3,2300,1800,85700,85700,64300,38200,10.6,34.4,23.2,4.9,8.6,3.9,3.1,2.7,7.6,6800,22200,15e3,3200,5500,2500,2e3,1700,4900,64500,64500,64500,64500,64500,64500,64500,64500,64500,4.69,5.86,12.64,5890,7364,15889,125689,125689,125689,41.7,565e3,35e3
E14000782,Leicester East,53.160000000000004,22.95,3.05,61.13,2.57,NA,NA,8.92,11034,1468,29386,1233,NA,NA,4290,75430,48068,0,77788,52424,12688,24.2,1070,2.04,35116,66.98,1343,2.56,2207,4.21,NA,NA,NA,NA,NA,NA,0.6372530823279862,0.6739342829228159,1,34.45,9.6,12.91,57.22,3.2,39.58,46.6,30.9,74.4,11.9,24.2,20,11.4,4100,NA,NA,10415,14012,62099,3468,42953,108520,24700,84200,12914,26262,21704,12371,11900,108520,108520,108520,108520,108520,108520,108520,2328.74,112800,112500,108520,108520,108520,108520,21.4,13.71,15.8,68.8,74.31,11600,2700,12e3,8187,8843,59100,19700,75600,11900,11900,10.91,24.83,20.05,44.21,35.74,64.26,11.22,36.51,36.53,3218,7323,5912,13040,10541,18952,8725,28380,28398.2,29493,29493,29493,29493,29493,29493,77734,77734,77734,71.3,65,8.9,9.4,53900,49100,4800,2700,75600,75600,53900,29200,5.6,12.9,9.9,10.7,7,9.3,9,17.8,17.33,2800,6500,4900,5400,3500,4700,4500,9e3,8700,50200,50200,50200,50200,50200,50200,50200,50200,50200,6.53,9.29,19.04,7085,10084,20658,108520,108520,108520,33.7,166250,20174
E14000939,South Holland & The Deepings,71.17999999999999,59.55,3.21,12.44,2.98,NA,NA,21.82,29303,1580,6122,1466,NA,NA,10736,76460,49207,1,76381,50315,35179,69.92,894,1.78,10282,20.44,1433,2.85,342,0.68,NA,NA,NA,NA,2185,4.34,0.643565262882553,0.6587371204880795,1,NA,7.03,21.64,91.45,6.56,1.98999999999999,1.3,69.7,13,24.7,71.8,0.3,20.1,NA,NA,NA,7139,21985,92901,6663,2020,101584,78900,11800,25091,72937,305,20418,8900,101584,101584,101584,101584,101584,101584,101584,77968.09,104800,104800,101584,101584,101584,101584,28.3,17.9,6.3,39.74,49.97,10600,4100,3800,3537,4447,48900,22900,60200,8900,8900,16.22,27.19,26.91,29.68,43.41,56.59,12.06,33.64,33.66,4675,7839,7756,8557,12514,16313,8914,24864,24879.3,28827,28827,28827,28827,28827,28827,73920,73920,73920,77.5,75.3,2.9,NA,46600,45300,1400,NA,60200,60200,46600,25200,10.4,12.2,8.4,12.5,11.8,13.2,11.8,5.3,14.31,5200,6200,4200,6300,5900,6600,5900,2700,7200,50300,50300,50300,50300,50300,50300,50300,50300,50300,5.84,9.06,19.91,5931,9202,20224,101584,101584,101584,31.4,172e3,25452
E14000591,Brent Central,42.92,20.34,4.07,62.12,8.37,NA,NA,3.93,9567,1912,29216,3937,NA,NA,1850,77038,47032,1,80845,52296,10211,19.53,802,1.53,38208,73.06,2519,4.82,NA,NA,NA,NA,NA,NA,556,1.06,0.610503907162699,0.6468674624281031,1,58.87,10.27,9.39,49.2,12.97,37.83,75.16,20.7,73.5,6.1,48.1,21.2,11.2,8300,NA,NA,14118,12903,67619,17821,51998,137438,21600,99700,8384,66108,29137,15393,14100,137438,137438,137438,137438,137438,137438,137438,1828.51,136200,133900,137438,137438,137438,137438,44.7,20.86,5.8,92.23,92.87,32600,3900,5400,13005,13095,74600,18700,92500,14100,14100,18.06,29.28,19.78,32.89,47.34,52.66,9.93,23.59,23.6,7564,12261,8282,13772,19825,22054,10138,24073,24084.1,41879,41879,41879,41879,41879,41879,102049,102049,102049,75.2,68.9,8.4,9.8,69900,64e3,5900,3800,92900,92900,69900,38600,11.1,18,12.6,11.7,11,7.2,9.5,6.4,11.57,7200,11700,8200,7600,7200,4700,6200,4200,7500,64800,64800,64800,64800,64800,64800,64800,64800,64800,5.61,7.09,14.56,7705,9742,20014,137438,137438,137438,37.4,415548,28773
E14001047,Woking,44.06,56.19,4.06,16.14,11.64,NA,NA,11.3,29199,2109,8389,6047,NA,NA,5873,74269,51964,1,76167,55246,29903,54.13,1092,1.98,13179,23.86,9711,17.58,200,0.36,NA,NA,NA,NA,1161,2.1,0.6996728109978592,0.7253272414562737,1,34.62,7.04,14.99,81.56,5.22,13.22,10.69,52.7,20.900000000000006,9.4,59.2,7,23.3,1800,NA,NA,7458,15865,86351,5523,13996,105870,45500,18200,9952,62675,7411,24668,5200,105870,105870,105870,105870,105870,105870,105870,9899.39,101e3,101e3,105870,105870,105870,105870,44.9,33.54,3.7,93.62,118.33,21900,5400,2300,4868,6153,55800,16100,63100,5200,5200,36.9,31.23,16.28,15.59,68.13,31.87,13.88,17.26,17.27,11693,9897,5159,4940,21590,10099,10633,13223,13229.3,31689,31689,31689,31689,31689,31689,76604,76604,76604,80.7,79.4,NA,NA,50900,50100,NA,NA,63100,63100,50900,26200,11.5,26.2,16.7,8.5,8.9,10,5.7,4.5,8.06,6e3,13600,8700,4400,4700,5200,3e3,2300,4200,52100,52100,52100,52100,52100,52100,52100,52100,52100,3.37,5.46,12.88,3563,5784,13636,105870,105870,105870,16.2,387500,34241
E14000893,Reigate,47.790000000000006,56.77,6.69,12.81,10.46,NA,NA,13.28,29151,3434,6578,5369,NA,NA,6817,73429,51349,1,74628,53823,30896,57.4,2214,4.11,13282,24.68,5889,10.94,NA,NA,NA,NA,NA,NA,1542,2.86,0.699301365945335,0.72121723749799,1,20.79,6.8,16.38,88.37,3.29,8.34,9.02,60.7,13,10.2,61.9,2,26.2,2100,NA,NA,6861,16521,89110,3315,8408,100833,57200,21400,10285,62416,2017,26418,10100,100833,100833,100833,100833,100833,100833,100833,11182.89,108700,108700,100833,100833,100833,100833,51.3,40.98,3.6,42.38,55.03,23100,7500,2400,4280,5558,52800,18300,66400,10100,10100,34.89,34.52,16.95,13.64,69.41,30.59,14.9,16.08,16.08,10493,10382,5098,4102,20875,9200,10737,11584,11590.1,30075,30075,30075,30075,30075,30075,72060,72060,72060,81.2,78.9,2.8,NA,54500,52900,1500,NA,67100,67100,54500,28500,18.8,21.9,20.9,9.7,13.1,5.9,4.5,2.3,2.86,10500,12300,11700,5400,7300,3300,2500,1300,1600,56e3,56e3,56e3,56e3,56e3,56e3,56e3,56e3,56e3,3.68,6.16,13.93,3708,6216,14042,100833,100833,100833,12.5,39e4,32759
E14000806,Maldon,61.309999999999995,60.59,3.13,11.84,4.49,NA,NA,14.66,29112,1504,5690,2157,NA,NA,7042,69066,48045,1,66960,50202,34111,67.95,1073,2.14,10681,21.28,2181,4.34,257,0.51,NA,NA,NA,NA,1899,3.78,0.6956389540439579,0.749731182795699,1,NA,7.06,18.99,96.28,1.18,2.54000000000001,2.38,72.9,7.400000000000006,13.2,64.8,0.4,26.6,NA,NA,NA,6266,16863,85496,1049,2252,88797,58300,7e3,11721,57540,355,23620,7900,88797,88797,88797,88797,88797,88797,88797,37265.88,85600,85600,88797,88797,88797,88797,34.4,34.52,6,43.49,56.52,1e4,6800,3e3,3436,4465,40600,19700,50800,7900,7900,25.27,33.09,23.57,18.07,58.36,41.64,15.49,21.78,21.8,6536,8556,6094,4674,15092,10768,10111,14220,14228.6,25860,25860,25860,25860,25860,25860,65275,65275,65275,75.8,73.8,2.6,NA,38500,37500,NA,NA,50800,50800,38500,22200,8.8,20.6,17.3,11.7,18.6,2.8,7.7,5,7.62,3700,8600,7300,4900,7800,1200,3200,2100,3200,42e3,42e3,42e3,42e3,42e3,42e3,42e3,42e3,42e3,4.34,7.17,16.3,3856,6368,14470,88797,88797,88797,24,312e3,31792
E14000888,Rayleigh & Wickford,67.89,54.66,2.87,12.6,3.05,NA,NA,22.28,29088,1529,6705,1622,NA,NA,11858,77174,53220,1,78556,55323,36914,66.72,1062,1.92,13464,24.34,1557,2.81,NA,NA,NA,NA,NA,NA,2326,4.2,0.6896104905797289,0.7042491980243393,1,54.29,7,19.72,96.61,0.9,2.48999999999999,8.68,75.5,6.200000000000003,12.1,64.1,0.4,27.2,1900,NA,NA,6812,19193,94056,872,2424,97352,68e3,4900,11780,62403,389,26480,3500,97352,97352,97352,97352,97352,97352,97352,11217.37,94e3,94e3,97352,97352,97352,97352,24.3,20.49,7.2,103.17,126.43,8200,5e3,3900,3611,4425,46100,24400,54800,3500,3500,23.05,38.22,23.22,15.5,61.27,38.73,19.93,21.01,21.02,6250,10364,6296,4204,16614,10500,14098,14856,14864.2,27114,27114,27114,27114,27114,27114,70725,70725,70725,79.1,76.2,3.7,NA,43400,41700,NA,NA,54800,54800,43400,21600,10,18,11.4,23.2,7.4,8,5.7,5.1,11.21,4400,7900,5e3,10100,3200,3500,2500,2200,4900,43700,43700,43700,43700,43700,43700,43700,43700,43700,4.25,6.94,16.45,4136,6753,16018,97352,97352,97352,31.2,31e4,33735
E14000750,Holborn & St Pancras,26.66,21.88,12.77,52.92,6.47,NA,NA,4.99,12014,7013,29062,3555,NA,NA,2740,86764,54917,1,88088,58997,10834,18.36,1980,3.36,41343,70.08,4020,6.81,93,0.16,NA,NA,NA,NA,727,1.23,0.6329468443133097,0.669750703841613,1,56.98,16.6,10.32,62.06,9.94,28.01,102.81,31.6,57.6,5.6,33.7,14.1,26.5,9800,NA,NA,22517,13992,84174,13477,37991,135642,28900,79100,7596,45711,19126,35945,17200,135642,135642,135642,135642,135642,135642,135642,1319.34,143200,141300,135642,135642,135642,135642,50.8,38.4,7.8,128.86,81.9,41300,10100,8100,22164,14086,81500,26300,103500,17200,17200,32.86,37.18,9.4,20.55,70.05,29.95,7.78,13.3,13.3,15852,17934,4536,9912,33786,14448,8378,14318,14323.3,48234,48234,48234,48234,48234,48234,107690,107690,107690,64.9,61.1,5.9,5.3,67400,63500,4e3,1900,103900,103900,67400,36600,11.4,29.3,23.8,6.8,4.4,6.9,4.6,2.3,10.09,7500,19200,15500,4400,2900,4500,3e3,1500,6600,65400,65400,65400,65400,65400,65400,65400,65400,65400,6.34,7.69,15.7,8597,10434,21300,135642,135642,135642,12.4,665e3,NA
E14000996,Tiverton & Honiton,57.63,54,6.35,12.71,10.46,NA,NA,16.47,29030,3415,6835,5626,NA,NA,8857,76270,53763,0,80731,57815,35471,61.35,2035,3.52,15670,27.1,4639,8.02,NA,NA,NA,NA,NA,NA,NA,NA,0.704903631834273,0.7161437366067558,1,27.59,6.29,24.71,95.56,1.94,2.5,1.08,69.7,5.5,22.3,64.3,0.1,26.4,1600,NA,NA,6157,24173,93484,1896,2450,97830,68e3,5700,21816,62905,98,25827,5800,97830,97830,97830,97830,97830,97830,97830,90350.83,92100,92100,97830,97830,97830,97830,32.2,26.63,7.5,59.69,76.29,10800,5300,4e3,3462,4425,45600,19900,53500,5800,5800,20.01,27.41,28.72,23.86,47.42,52.58,12.17,26.76,26.78,5432,7442,7797,6478,12874,14275,8440,18551,18562.2,27149,27149,27149,27149,27149,27149,69323,69323,69323,79.3,77.5,NA,NA,42400,41500,NA,NA,53500,53500,42400,22500,14,18.3,13.6,12.7,17.2,6.2,NA,6.8,10.32,6500,8500,6300,5900,8e3,2900,NA,3200,4800,46500,46500,46500,46500,46500,46500,46500,46500,46500,5.01,8.32,19.45,4904,8136,19027,97830,97830,97830,28.6,218e3,26146
E14000963,St Helens South & Whiston,56.120000000000005,15.92,4.62,59.82,5.66,NA,NA,13.98,7707,2237,28950,2737,NA,NA,6766,77720,48397,1,79036,52886,11536,21.81,1417,2.68,35879,67.84,2101,3.97,NA,NA,NA,NA,NA,NA,1953,3.69,0.6227097272259393,0.6691381142770383,1,21.77,8.69,17.92,97.46,0.85,1.7,15.69,75.4,4.799999999999997,20.8,79.1,0.4,14.1,2700,NA,NA,8752,18034,98097,852,1708,100657,67800,4500,20937,79620,403,14193,12400,100657,100657,100657,100657,100657,100657,100657,6413.52,104e3,103900,100657,100657,100657,100657,26.1,13.61,11.8,40.42,45.18,9600,2600,7700,5012,5602,49300,19100,65200,12400,12400,14.99,28.42,22.45,34.13,43.41,56.59,13.66,32.41,32.43,4684,8878,7014,10663,13562,17677,10123,24010,24025.3,31239,31239,31239,31239,31239,31239,74086,74086,74086,74.3,69.5,6.4,7.7,48500,45300,3100,2e3,65200,65200,48500,25600,7,15.7,8.3,15,13.4,12.2,8.5,7.9,11.7,3300,7400,3900,7100,6300,5700,4e3,3700,5500,47e3,47e3,47e3,47e3,47e3,47e3,47e3,47e3,47e3,8.43,12.66,23.23,8483,12742,23384,100657,100657,100657,29.4,124950,26055
E14000845,Hertfordshire North East,51.379999999999995,55.37,5.33,18.87,7.56,NA,NA,12.87,28949,2789,9869,3952,NA,NA,6728,74e3,52287,0,75967,55580,32587,58.63,2965,5.33,15752,28.34,4276,7.69,NA,NA,NA,NA,NA,NA,NA,NA,0.7065810810810811,0.7316334724288178,1,40.24,6.71,17.72,92.61,2.28,5.11,1.9,65.4,14.599999999999994,14.2,60,0.6,28.9,3300,NA,NA,6393,16888,88247,2170,4869,95286,66500,8600,13531,57172,572,27538,8200,95286,95286,95286,95286,95286,95286,95286,50226.6,93400,93400,95286,95286,95286,95286,43.2,30.27,4.8,52.61,67.13,18300,5600,2800,4314,5505,47200,18500,58700,8200,8200,30.49,30.93,20.2,18.37,61.43,38.57,13.79,21.21,21.22,8632,8757,5719,5200,17389,10919,9457,14542,14551,28308,28308,28308,28308,28308,28308,68562,68562,68562,83.1,79.7,4.2,NA,49300,47300,2100,NA,59300,59300,49300,25100,10.4,19.9,24.2,3.2,11.3,7.5,6.7,5.2,9.62,5200,9900,12100,1600,5700,3800,3300,2600,4800,49900,49900,49900,49900,49900,49900,49900,49900,49900,3.88,6.19,15.22,3699,5902,14499,95286,95286,95286,22.4,34e4,35032
E14000860,Wiltshire North,50.37,57.24,4.65,9.75,15.61,NA,NA,11.5,28938,2350,4930,7892,NA,NA,5813,67851,50556,1,71408,53706,32398,60.32,1141,2.12,9399,17.5,9521,17.73,376,0.7,NA,NA,NA,NA,871,1.62,0.7451032409249679,0.7521006049742326,1,33.33,6.7,17.37,93.68,2.35,3.97,1.24,63.1,11.099999999999994,17.3,65.5,0.4,25.3,1700,NA,NA,5936,15387,82968,2084,3514,88566,52100,7400,15322,58011,354,22407,5100,88566,88566,88566,88566,88566,88566,88566,71424.6,87800,87800,88566,88566,88566,88566,41.6,29.46,5.7,71.65,96.08,16100,6600,3100,3654,4900,47800,22400,54700,5100,5100,31.86,31.11,20.6,16.43,62.97,37.03,13.15,20.97,20.99,8259,8064,5341,4259,16323,9600,8443,13466,13474.8,25923,25923,25923,25923,25923,25923,64211,64211,64211,79.4,77.4,2.5,2.5,43400,42300,1100,NA,54700,54700,43400,22200,13.2,21.6,14,9.9,13.2,8.5,6.3,4.8,8.52,6e3,9900,6400,4600,6e3,3900,2900,2200,3900,45800,45800,45800,45800,45800,45800,45800,45800,45800,3.74,6.27,14.9,3316,5552,13198,88566,88566,88566,21.1,263998,30015
E14000638,Christchurch,59.87,58.11,4.32,9.55,6.56,NA,NA,21.45,28887,2149,4745,3263,NA,NA,10663,69303,49707,0,70329,50633,35230,69.58,1324,2.61,10059,19.87,4020,7.94,NA,NA,NA,NA,NA,NA,NA,NA,0.7172416778494437,0.7199448307241678,1,22.22,5.95,32.17,95.15,1.69,3.16,7.69,70.3,4.700000000000003,15.5,67.7,0.4,23.1,1400,NA,NA,4973,26894,79543,1412,2641,83596,65800,3200,12957,56594,334,19311,6300,83596,83596,83596,83596,83596,83596,83596,10866.09,87400,87400,83596,83596,83596,83596,31.9,26.77,5.2,47.87,57.94,9700,3400,2300,3016,3650,37800,12700,45e3,6300,6300,24.96,32.64,22.93,19.46,57.61,42.39,15.32,23.11,23.12,5087,6652,4673,3966,11739,8639,8779,13239,13247.5,20378,20378,20378,20378,20378,20378,57287,57287,57287,79.3,78.7,NA,NA,35700,35400,NA,NA,45e3,45e3,35700,18600,8.5,18.2,10,10.3,18.4,10.3,11.6,5.1,6.67,3200,6800,3700,3800,6900,3900,4400,1900,2500,37500,37500,37500,37500,37500,37500,37500,37500,37500,5.72,10.03,23.12,4781,8381,19328,83596,83596,83596,24.6,332e3,NA
E14000981,Suffolk Coastal,55.82,51.9,5.93,18.01,8.59,NA,NA,15.57,28855,3294,10013,4777,NA,NA,8655,77816,55594,0,79366,58074,33713,58.05,1802,3.1,17701,30.48,4048,6.97,810,1.39,NA,NA,NA,NA,NA,NA,0.7144289092217538,0.7317239120026208,1,28.57,6.43,25.28,94.58,2.06,3.36,1.31,69.1,6.099999999999994,20.3,63.1,0.4,27.7,1800,NA,NA,6357,25011,93565,2040,3322,98927,67600,9500,20082,62423,396,27403,6300,98927,98927,98927,98927,98927,98927,98927,75427.49,97600,97600,98927,98927,98927,98927,31.2,25.13,5.1,57.6,76.22,10800,4800,2700,3629,4802,44e3,19100,52300,6300,6300,22.52,30.87,23.8,22.8,53.4,46.6,13.67,26.24,26.26,6266,8589,6620,6344,14855,12964,9627,18482,18493.1,27819,27819,27819,27819,27819,27819,70430,70430,70430,77.5,74.2,4.3,5.1,40700,39e3,1700,1100,52600,52600,40700,22300,14.4,19.2,7.5,7.2,8.1,8.7,8.1,8.4,17.8,6200,8200,3200,3100,3400,3700,3400,3600,7600,42700,42700,42700,42700,42700,42700,42700,42700,42700,4.95,8.65,20.07,4895,8557,19854,98927,98927,98927,20.3,255e3,29776
E14000937,Cambridgeshire South East,44.99,48.47,5.12,15.15,20.18,NA,NA,11.08,28845,3047,9013,12008,NA,NA,6593,84570,59506,0,86121,63002,33601,53.33,NA,NA,17443,27.69,11958,18.98,NA,NA,NA,NA,NA,NA,NA,NA,0.7036301288873122,0.7315521185309042,1,29.67,7.01,16.68,89.41,4.07,6.51000000000001,1.53,61.3,12.900000000000006,15.4,60.5,0.8,28.9,2700,NA,NA,8041,19140,102629,4674,7476,114779,55200,14700,17676,69441,918,33171,9100,114779,114779,114779,114779,114779,114779,114779,75057.63,116100,116100,114779,114779,114779,114779,47.4,36.1,8.3,52.52,67.09,25300,7400,5900,4779,6105,59300,20500,71600,9100,9100,33.33,29.05,21.11,16.52,62.38,37.62,13.12,21.12,21.13,11488,10012,7275,5693,21500,12968,10943,17611,17619.8,34468,34468,34468,34468,34468,34468,83390,83390,83390,83.9,81.2,3.3,NA,60100,58100,2e3,NA,71600,71600,60100,31e3,12.5,29.5,10.7,10,11.7,10,5.1,3.9,6.7,7400,17600,6400,6e3,7e3,6e3,3100,2300,4e3,59700,59700,59700,59700,59700,59700,59700,59700,59700,3.52,6.02,14.6,4040,6910,16760,114779,114779,114779,16.7,3e5,31661
S14000039,"Inverness, Nairn, Badenoch & Strathspey",41.379999999999995,5.92,2.37,7.48,31.29,NA,50.05,2.15,3410,1367,4311,18029,NA,28838,1236,77628,57613,0,76844,52801,16118,30.53,NA,NA,8552,16.2,6477,12.27,612,1.16,NA,NA,21042,39.85,NA,NA,0.7421677745143505,0.6871193587007444,1,21.01,7.46,16.9,93.19,3.87,2.94,0.21,61.07,9.900000000000006,NA,NA,NA,NA,2500,NA,NA,7600,17225,94997,3944,2995,101936,83100,7300,NA,NA,NA,NA,11900,101936,101936,101936,101936,101936,101936,101936,482518.24,117200,117200,101936,101936,101936,101936,41.3,22.69,10.1,32.7,NA,18500,5400,7600,3891,NA,61e3,23800,75300,11900,11900,18.25,30.96,25.39,25.4,49.21,50.79,NA,NA,NA,6066,10293,8441,8444,16359,16885,NA,NA,NA,33244,33244,33244,33244,33244,33244,NA,NA,NA,83.4,81.1,2.7,NA,63100,61300,1700,NA,75600,75600,63100,34500,5.4,16.6,13.4,12.9,13.7,9.8,10.8,7.9,9.46,3500,10700,8600,8400,8800,6300,7e3,5100,6100,64500,64500,64500,64500,64500,64500,64500,64500,64500,4.08,7.61,17.39,4155,7762,17724,101936,101936,101936,16.9,16e4,28774
